GeneID	Lenght	#Reads	EC#	RPKM	Archaea	Eukaryota	Bacteria	Actinobacteria	Bacteroidetes	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Clostridiaceae	Eubacteriaceae	Lachnospiraceae	Oscillospiraceae	Ruminococcaceae
WP_016323417.1	582	4	3.4.21.92	63.4876193587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8719048397	0.0	0.0	0.0	0.0	0.0	0.0	47.615714519	0.0
gi|333992987|ref|NC_015577.1|:1526957-1528363	1407	2	4.1.1.3	13.1307016584	0.0	0.0	0.0	0.0	0.0	0.0	6.56535082921	0.0	6.56535082921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_016226654.1	1545	2	6.1.1.14	11.957862287	0.0	0.0	0.0	0.0	5.97893114349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97893114349	0.0
SCJ24829.1	1086	2	0.0.0.0	17.0118759055	8.50593795276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50593795276	0.0
CCX43768.1	3369	2	0.0.0.0	5.48379258931	0.0	2.74189629465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74189629465	0.0
WP_031476033.1	1176	2	2.8.3.20	15.709946627	7.85497331351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85497331351	0.0
gi|479158859|ref|NC_021016.1|:512464-515985	3522	3	1.2.7.1	7.86835486941	5.24556991294	0.0	0.0	0.0	0.0	0.0	2.62278495647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCZ84514.1	831	3	0.0.0.0	33.348189952	11.1160633173	0.0	0.0	0.0	0.0	0.0	11.1160633173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1160633173	0.0
CVI66811.1	1269	2	6.3.4.13	14.5586266615	0.0	0.0	0.0	0.0	7.27931333073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27931333073	0.0
WP_016323362.1	435	2	0.0.0.0	42.4710281227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.4710281227	0.0
WP_044944424.1	612	2	2.3.1.18	30.1877405774	0.0	0.0	0.0	0.0	0.0	0.0	15.0938702887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0938702887	0.0
WP_004071649.1	1419	2	2.4.2.14	13.0196597839	0.0	0.0	0.0	0.0	6.50982989196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.50982989196	0.0
AGY54169.1	3732	2	2.7.7.6	4.95040118794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47520059397	0.0	2.47520059397	0.0
CDD49109.1	573	2	1.5.1.42	32.2424035487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1212017743	0.0	0.0	0.0	0.0	0.0	0.0	16.1212017743	0.0
SCH75730.1	1929	2	3.7.1.22	9.57744802145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78872401073	0.0	0.0	0.0	0.0	0.0	0.0	4.78872401073	0.0
WP_024989965.1	753	2	2.5.1.55	24.5350560868	0.0	12.2675280434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2675280434	0.0
WP_016224173.1	1017	7	5.1.3.2	63.5812589153	0.0	0.0	0.0	0.0	27.2491109637	18.1660739758	0.0	9.0830369879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0830369879	0.0
gi|479170689|ref|NC_021020.1|:2867043-2868557	1515	1	1.1.1.205	6.0973258196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0973258196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCH36808.1	198	8	0.0.0.0	373.230247139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.576466247	0.0	0.0	0.0	0.0	0.0	0.0	46.6537808924	0.0
WP_009302860.1	2151	2	1.8.98.1	8.5889805827	0.0	0.0	0.0	4.29449029135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29449029135	0.0
WP_066539476.1	2250	2	3.2.1.177	8.21106543706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.10553271853	0.0	0.0	0.0	0.0	0.0	0.0	4.10553271853	0.0
CCZ54007.1	1164	2	0.0.0.0	15.8719048397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93595241984	0.0	0.0	0.0	0.0	0.0	0.0	7.93595241984	0.0
gi|218777860|ref|NC_011768.1|:4606887-4608650	1764	1	6.3.4.3	5.23664887568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23664887568	0.0	0.0	0.0
WP_025069073.1	1317	2	0.0.0.0	14.0280161225	0.0	7.01400806127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01400806127	0.0
WP_027104706.1	2157	2	3.2.1.37	8.56508912072	0.0	0.0	0.0	0.0	4.28254456036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28254456036	0.0
WP_016305803.1	663	2	0.0.0.0	27.8656066869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9328033434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9328033434	0.0
CCX72986.1	624	2	2.2.1.1	29.6072071048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.8036035524	0.0	0.0	0.0	0.0	0.0	0.0	14.8036035524	0.0
WP_040662261.1	1215	3	2.6.1.83	22.8085151029	0.0	0.0	0.0	0.0	0.0	0.0	7.60283836765	0.0	7.60283836765	0.0	0.0	0.0	0.0	0.0	0.0	7.60283836765	0.0
WP_015569271.1	1683	2	6.1.1.18	10.97736021	0.0	0.0	0.0	0.0	5.48868010499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48868010499	0.0
WP_008399407.1	780	3	1.3.1.108	35.5286485257	0.0	0.0	0.0	0.0	23.6857656838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8428828419	0.0
EOS12464.1	168	2	0.0.0.0	109.969626389	0.0	54.9848131946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.9848131946	0.0
WP_008398977.1	4269	2	0.0.0.0	4.32768733506	2.16384366753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16384366753	0.0
WP_004061766.1	579	2	0.0.0.0	31.9082853772	0.0	0.0	0.0	0.0	15.9541426886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.9541426886	0.0
WP_016321552.1	1182	2	2.7.7.18	15.6302007051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6302007051	0.0
WP_022783815.1	2091	3	3.6.5.n1	13.2531543998	0.0	0.0	0.0	0.0	4.41771813328	0.0	0.0	0.0	4.41771813328	0.0	0.0	0.0	0.0	0.0	0.0	4.41771813328	0.0
WP_016213344.1	366	2	0.0.0.0	50.4778612934	0.0	0.0	0.0	0.0	25.2389306467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2389306467	0.0
WP_034233766.1	1080	2	2.6.1.52	17.1063863272	0.0	0.0	0.0	0.0	0.0	8.5531931636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5531931636	0.0
WP_055081095.1	546	2	0.0.0.0	33.8368081198	0.0	0.0	0.0	0.0	0.0	0.0	16.9184040599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.9184040599	0.0
SCI69936.1	915	2	0.0.0.0	20.1911445174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0955722587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0955722587	0.0
WP_006861005.1	1743	2	4.2.1.9	10.5994820616	5.2997410308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2997410308	0.0
WP_004611389.1	2082	2	5.99.1.2	8.87362979509	4.43681489755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43681489755	0.0
WP_055221557.1	1245	2	3.6.3.24	14.8392748863	0.0	0.0	0.0	0.0	7.41963744313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41963744313	0.0
CDS94790.1	678	2	0.0.0.0	27.2491109637	13.6245554818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6245554818	0.0
WP_025017476.1	1140	5	0.0.0.0	40.5151255118	0.0	32.4121004094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.10302510236	0.0
WP_050642525.1	1272	2	4.1.1.20	14.5242902778	7.26214513891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.26214513891	0.0
WP_055261320.1	2085	3	3.6.5.n1	13.2912929737	0.0	0.0	0.0	0.0	4.43043099122	0.0	0.0	0.0	4.43043099122	0.0	0.0	0.0	0.0	0.0	0.0	4.43043099122	0.0
gi|350268398|ref|NC_016048.1|:3518848-3519861	1014	2	1.2.1.12	18.2198197568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.10990987839	0.0	9.10990987839	0.0
WP_066457473.1	2118	4	2.7.7.8	17.4456064527	0.0	0.0	0.0	0.0	0.0	0.0	13.0842048395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36140161317	0.0
WP_044976056.1	1326	2	0.0.0.0	13.9328033434	6.96640167171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96640167171	0.0
WP_023347319.1	1809	3	2.7.13.3	15.3191519348	5.10638397827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.10638397827	0.0	0.0	0.0	0.0	0.0	0.0	5.10638397827	0.0
SDN29935.1	1305	5	0.0.0.0	35.3925234356	7.07850468712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07850468712	0.0
WP_022741494.1	597	2	0.0.0.0	30.9462265216	0.0	0.0	0.0	0.0	15.4731132608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4731132608	0.0
CCY11897.1	1599	2	0.0.0.0	11.5540320409	5.77701602045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77701602045	0.0
WP_005843258.1	858	2	2.1.3.2	21.532514258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.766257129	0.0	10.766257129	0.0
WP_006442049.1	522	2	2.4.2.7	35.3925234356	17.6962617178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6962617178	0.0
WP_035767280.1	1191	2	2.7.6.1	15.5120883572	7.75604417858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75604417858	0.0
WP_016316581.1	804	3	2.7.11.1	34.4680918533	0.0	0.0	0.0	0.0	0.0	0.0	22.9787279022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4893639511	0.0
CCY23272.1	2580	2	5.99.1.3	7.16081288116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58040644058	0.0	0.0	0.0	0.0	0.0	0.0	3.58040644058	0.0
WP_016280941.1	1485	2	3.2.1.26	12.441008238	0.0	0.0	0.0	0.0	0.0	6.22050411898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22050411898	0.0
EOS47899.1	1314	4	0.0.0.0	28.1200871132	7.0300217783	0.0	0.0	0.0	0.0	0.0	0.0	14.0600435566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0300217783	0.0
WP_008982604.1	342	4	0.0.0.0	108.040334698	54.0201673491	0.0	0.0	0.0	0.0	0.0	0.0	27.0100836745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0100836745	0.0
CZT55234.1	984	2	1.4.1.16	18.7753020664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38765103322	0.0	0.0	0.0	0.0	0.0	0.0	9.38765103322	0.0
WP_022743379.1	1662	2	0.0.0.0	11.1160633173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1160633173	0.0
CCX73870.1	1050	2	1.4.1.11	17.5951402223	8.79757011114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79757011114	0.0
SCH61629.1	1215	6	1.1.1.1	45.6170302059	7.60283836765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.4113534706	0.0	7.60283836765	0.0
CDD46301.1	1020	2	0.0.0.0	18.1126443465	0.0	0.0	0.0	0.0	9.05632217323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05632217323	0.0
WP_023275756.1	1947	2	0.0.0.0	9.48890458828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74445229414	0.0	4.74445229414	0.0
WP_066602977.1	1368	5	2.6.1.77	33.7626045932	0.0	0.0	0.0	13.5050418373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5050418373	6.75252091863	0.0
WP_006573962.1	1500	2	6.1.1.6	12.3165981556	6.15829907779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15829907779	0.0
WP_013612139.1	597	2	0.0.0.0	30.9462265216	0.0	15.4731132608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4731132608	0.0
SCH49545.1	1386	2	6.1.1.14	13.3296516835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66482584177	0.0	0.0	0.0	0.0	0.0	0.0	6.66482584177	0.0
SCH51053.1	1206	2	2.7.7.27	15.3191519348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.65957596741	0.0	0.0	0.0	0.0	0.0	0.0	7.65957596741	0.0
WP_016227700.1	618	2	6.3.1.20	29.8946557175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9473278587	0.0	0.0	0.0	0.0	0.0	0.0	14.9473278587	0.0
WP_004070978.1	360	2	0.0.0.0	51.3191589816	0.0	0.0	0.0	0.0	25.6595794908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6595794908	0.0
SCH02857.1	552	2	0.0.0.0	33.4690167271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.7345083636	0.0	0.0	0.0	0.0	0.0	0.0	16.7345083636	0.0
WP_055068222.1	471	2	0.0.0.0	39.2248348904	0.0	0.0	0.0	0.0	19.6124174452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.6124174452	0.0
SCG92394.1	1986	2	1.8.98.1	9.30256658277	0.0	0.0	0.0	0.0	4.65128329139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65128329139	0.0
WP_034227924.1	591	2	0.0.0.0	31.2604014101	0.0	0.0	0.0	0.0	15.6302007051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6302007051	0.0
WP_016229672.1	828	2	0.0.0.0	22.3126778181	0.0	0.0	0.0	0.0	11.156338909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.156338909	0.0
WP_055656155.1	1143	2	3.5.1.25	16.1635146399	0.0	0.0	0.0	0.0	8.08175731994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08175731994	0.0
CDB86458.1	1506	2	1.1.1.205	12.2675280434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13376402171	0.0	0.0	0.0	0.0	0.0	0.0	6.13376402171	0.0
SCH69142.1	837	2	1.1.1.157	22.0727565512	11.0363782756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0363782756	0.0
WP_066090800.1	999	2	2.3.1.8	18.493390624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.246695312	0.0	0.0	0.0	0.0	0.0	0.0	9.246695312	0.0
SCH11726.1	933	2	0.0.0.0	19.8016047518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90080237588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90080237588	0.0
WP_027200734.1	2613	2	3.6.3.41	7.07037781607	0.0	3.53518890803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53518890803	0.0
WP_013274314.1	966	2	2.7.7.6	19.1251524155	0.0	0.0	0.0	0.0	9.56257620776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.56257620776	0.0
WP_004062344.1	2586	2	2.7.13.3	7.14419846612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57209923306	0.0	0.0	0.0	0.0	0.0	0.0	3.57209923306	0.0
WP_016521378.1	1281	2	4.4.1.28	14.4222460838	7.21112304191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21112304191	0.0
SDZ31873.1	1179	2	5.1.3.14	15.6699722081	0.0	7.83498610406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83498610406	0.0
CDC29466.1	1362	2	0.0.0.0	13.5645354136	0.0	0.0	0.0	0.0	6.78226770682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78226770682	0.0
CDA94730.1	4248	2	2.7.7.6	4.34908126963	0.0	2.17454063481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17454063481	0.0
WP_016291522.1	777	2	0.0.0.0	23.7772165166	0.0	0.0	0.0	0.0	11.8886082583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8886082583	0.0
WP_016322332.1	1980	2	6.1.1.10	9.33075617848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66537808924	0.0	0.0	0.0	0.0	0.0	0.0	4.66537808924	0.0
WP_023347317.1	1605	2	3.1.1.61	11.5108393977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75541969887	0.0	0.0	0.0	0.0	0.0	0.0	5.75541969887	0.0
WP_066047585.1	618	2	0.0.0.0	29.8946557175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9473278587	0.0	0.0	0.0	0.0	0.0	0.0	14.9473278587	0.0
WP_070089857.1	669	3	1.17.7.4	41.4235363977	0.0	0.0	0.0	0.0	13.8078454659	0.0	0.0	13.8078454659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8078454659	0.0
SCH01638.1	972	2	5.1.3.7	19.0070959191	0.0	0.0	0.0	0.0	9.50354795956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.50354795956	0.0
WP_032135801.1	1242	2	0.0.0.0	14.8751185454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4375592727	0.0	7.4375592727	0.0
WP_012612098.1	1224	2	0.0.0.0	15.0938702887	0.0	0.0	0.0	7.54693514436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54693514436	0.0
WP_016218538.1	267	2	0.0.0.0	69.1943716606	34.5971858303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.5971858303	0.0
EKD31504.1	2451	2	2.7.7.6	7.53769776964	0.0	3.76884888482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76884888482	0.0
WP_031389031.1	1218	2	6.3.4.5	15.1682243295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.58411216477	0.0	0.0	0.0	0.0	0.0	0.0	7.58411216477	0.0
WP_016305330.1	915	2	0.0.0.0	20.1911445174	0.0	0.0	0.0	0.0	10.0955722587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0955722587	0.0
WP_066460325.1	2619	2	3.6.5.3	7.05417992875	0.0	0.0	0.0	0.0	0.0	0.0	3.52708996437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52708996437	0.0
WP_006906144.1	1668	2	6.3.4.3	11.076077478	0.0	0.0	0.0	0.0	5.53803873902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.53803873902	0.0
CDC92476.1	753	2	2.7.6.5	24.5350560868	0.0	0.0	0.0	0.0	0.0	0.0	12.2675280434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2675280434	0.0
CDB30263.1	936	2	4.1.2.13	19.7381380699	9.86906903493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86906903493	0.0
WP_016320559.1	1287	15	0.0.0.0	107.66257129	43.065028516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17750475267	0.0	0.0	0.0	0.0	7.17750475267	0.0	50.2425332687	0.0
CDA81747.1	462	2	0.0.0.0	39.9889550506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.9944775253	0.0	0.0	0.0	0.0	0.0	0.0	19.9944775253	0.0
gi|150002608|ref|NC_009614.1|:868452-871547	3096	3	3.2.1.23	8.95101610145	0.0	8.95101610145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_028234313.1	2124	2	2.7.1.199	8.69816253926	0.0	0.0	0.0	0.0	4.34908126963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34908126963	0.0
CBL41551.1	936	2	3.5.1.2	19.7381380699	9.86906903493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86906903493	0.0
WP_044920036.1	1680	2	0.0.0.0	10.9969626389	0.0	0.0	0.0	0.0	5.49848131946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49848131946	0.0
WP_029501433.1	1275	2	6.1.1.11	14.4901154772	0.0	0.0	0.0	0.0	7.24505773858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.24505773858	0.0
CDC35820.1	1110	3	3.6.3.19	24.9660773424	0.0	0.0	0.0	0.0	8.3220257808	0.0	0.0	8.3220257808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3220257808	0.0
WP_016316129.1	1098	4	0.0.0.0	33.6519075289	0.0	0.0	0.0	0.0	0.0	0.0	25.2389306467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.41297688223	0.0
WP_016307302.1	1269	2	6.3.4.13	14.5586266615	0.0	0.0	0.0	0.0	7.27931333073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27931333073	0.0
CUP92276.1	1965	2	5.99.1.3	9.40198332488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.40198332488	0.0
WP_029469382.1	1764	2	6.1.1.19	10.4732977514	0.0	0.0	0.0	0.0	5.23664887568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23664887568	0.0
WP_055179229.1	312	2	0.0.0.0	59.2144142096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.6072071048	0.0	0.0	0.0	0.0	0.0	0.0	29.6072071048	0.0
CDD35992.1	1476	2	2.7.1.17	12.5168680443	0.0	0.0	0.0	0.0	0.0	6.25843402215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25843402215	0.0
SDA64149.1	1494	3	3.6.3.17	18.5490936078	6.18303120261	0.0	0.0	0.0	6.18303120261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18303120261	0.0
WP_002591462.1	1233	2	0.0.0.0	14.983696053	0.0	0.0	0.0	0.0	7.49184802651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49184802651	0.0
ERK45985.1	1569	2	0.0.0.0	11.7749504356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7749504356	0.0
WP_005349399.1	1392	3	3.6.3.14	19.9082944325	0.0	0.0	0.0	0.0	13.2721962884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63609814418	0.0
WP_044938071.1	1242	2	0.0.0.0	14.8751185454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.8751185454	0.0
SCI59848.1	591	2	0.0.0.0	31.2604014101	0.0	0.0	0.0	0.0	15.6302007051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6302007051	0.0
SCH53660.1	1851	2	3.6.3.40	9.98103578249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.98103578249	0.0
WP_056959896.1	603	2	2.1.1.297	30.6383038696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.3191519348	0.0	0.0	0.0	0.0	15.3191519348	0.0
WP_033125169.1	240	2	0.0.0.0	76.9787384724	0.0	0.0	0.0	0.0	38.4893692362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.4893692362	0.0
WP_016290827.1	1221	4	0.0.0.0	30.2619119302	0.0	0.0	0.0	0.0	22.6964339476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56547798255	0.0
SCH51593.1	903	2	0.0.0.0	20.4594653747	0.0	0.0	0.0	0.0	10.2297326874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.2297326874	0.0
SCH40214.1	525	5	0.0.0.0	87.9757011114	0.0	0.0	0.0	0.0	70.3805608891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5951402223	0.0
WP_033120833.1	1374	7	3.6.3.14	47.0612374941	13.4460678554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.1691017832	0.0	0.0	0.0	0.0	0.0	0.0	13.4460678554	0.0
